"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","77.4244613647461","77.5413513183594","78.4065933227539","79.3616790771484","80.1963195800781","80.9844512939453","81.7070465087891","82.4020385742188","83.1304397583008","83.8156967163086","84.4774780273438","85.4423065185547","88.1657104492188","88.5808029174805","88.9613876342773","89.2982864379883","89.613639831543","89.8648910522461","90.2204284667969","90.575439453125","90.8834533691406","94.0187301635742","94.2263107299805","94.3990020751953","94.6580810546875","94.8427505493164","95.0412979125977","95.2052612304688","95.3961181640625","95.5810089111328","95.792610168457","96.5112075805664","96.696418762207","96.8148880004883","96.7620315551758","96.9505310058594","97.0758972167969","97.0996780395508","97.3119201660156","97.4965972900391","97.6063766479492","97.6832962036133","97.6186676025391","97.6956634521484","97.861701965332","97.9355392456055","98.0120468139648","98.0791397094727","98.145378112793","",
"Early-demographic dividend","EAR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","60.1587104797363","60.3362884521484","60.8701591491699","61.3922309875488","61.9026985168457","62.3715705871582","62.8413314819336","63.3377113342285","63.7910194396973","64.3808517456055","64.8625335693359","65.3386611938477","66.1080322265625","67.1743774414062","67.7402496337891","68.4315032958984","68.9569396972656","69.7626495361328","70.5823822021484","71.2138977050781","71.8593292236328","72.4330596923828","72.9856872558594","76.0890579223633","76.5640106201172","77.1175994873047","77.5098724365234","78.1055068969727","79.0684509277344","79.5695571899414","79.9167098999023","79.6221923828125","80.2898330688477","80.9317474365234","81.5028915405273","82.2895431518555","82.5515594482422","82.7279663085938","83.2367095947266","83.728401184082","84.5338668823242","85.0092086791992","85.1524887084961","85.2809524536133","85.253776550293","85.6452713012695","85.9460067749023","86.3496017456055","86.6610107421875","86.9641876220703","",
"East Asia & Pacific","EAS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","78.5549774169922","78.6874618530273","79.4744186401367","80.3369827270508","81.086311340332","81.8000106811523","82.4567489624023","83.0883331298828","83.748161315918","84.3690567016602","84.9681625366211","85.8850173950195","88.3240585327148","88.7031326293945","89.0512237548828","89.3602066040039","89.6529006958008","89.8821716308594","90.2281799316406","90.5742416381836","90.8678894042969","93.6722106933594","93.8719863891602","94.0714569091797","94.3236312866211","94.4790191650391","94.6935729980469","94.8900299072266","95.1171417236328","95.3207092285156","95.532470703125","96.2160110473633","96.4042129516602","96.5175170898438","96.4122161865234","96.6015319824219","96.741828918457","96.7700729370117","97.0502624511719","97.2333984375","97.3460998535156","97.4268112182617","97.3748779296875","97.449333190918","97.6148300170898","97.6923370361328","97.7701263427734","97.8370666503906","97.9052429199219","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1089782714844","96.2636413574219","96.4069595336914","96.5503234863281","96.6856079101562","96.80615234375","96.9221496582031","97.0337905883789","97.1801223754883","97.2716369628906","97.4044723510742","97.5013885498047","98.0400619506836","98.1090087890625","98.1761627197266","98.2290725708008","98.261589050293","98.4898986816406","98.4414367675781","98.5046234130859","98.5526580810547","98.7006912231445","98.9881820678711","99.1884765625","99.2973937988281","99.3412933349609","99.3745880126953","99.4092178344727","99.4652709960938","99.5225982666016","99.5487976074219","99.6142120361328","99.6198501586914","99.634521484375","99.6372528076172","99.658561706543","99.6805419921875","",
"Europe & Central Asia","ECS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5680923461914","97.6532287597656","97.725212097168","97.762092590332","","","","","","","","","","98.4418563842773","98.5205078125","98.597526550293","98.6707611083984","98.7217483520508","98.7631225585938","98.7855834960938","98.8168563842773","98.8518371582031","98.9009628295898","98.9579391479492","98.9993896484375","99.0262222290039","99.1181488037109","99.1201324462891","99.1271286010742","","",
"Ecuador","ECU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","86.7900009155273","","","","","","","","90.5","","","","","","","","","","","92.3300018310547","","","","","","93.3899993896484","93.75","93.6600036621094","93.3199996948242","93.0500030517578","93.25","94.4300003051758","95.2600021362305","95.7300033569336","95.4499969482422","93.7799987792969","","","94.8099975585938","94.9400024414062","96.8499984741211","","","",
"Egypt, Arab Rep.","EGY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","53.6199989318848","","","","","","","","","","56.9799995422363","","","","","","","","","","67.1500015258789","","","","","","","","","77.9100036621094","74.620002746582","","","","80.2699966430664","","81.6800003051758","81.6900024414062","","","","76.5","","","","88.1146527883106","85.2896518995629","","","",
"Euro area","EMU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3899993896484","","","","","","75.0699996948242","","","","","","","","","","","","","","","","","",
"Spain","ESP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","95.9000015258789","","","","","","","","","","98.0400009155273","","","","","","","","","","","","","98.1399993896484","98.620002746582","98.5599975585938","98.629997253418","98.4000015258789","98.4599990844727","98.5299987792969","98.5400009155273","98.6100006103516","98.75","98.7300033569336","98.7699966430664","98.8399963378906","","98.9300003051758","","99.0299987792969","99.8099975585938","","","","",
"Estonia","EST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.879997253418","","","","","","","","","","","99.7799987792969","","","","","","","","","","","99.8600006103516","","","","","","","","","","","","","","",
"Ethiopia","ETH","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9799995422363","","","","","","","","","","50","","","49.1300010681152","","","","","","60.461339707916","","","62.560001373291","","","66.4300003051758","","65.9760526983118","71.0400009155273","","","",
"European Union","EUU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","67.450439453125","67.9392929077148","68.3988723754883","68.7373580932617","69.1576995849609","69.3668823242188","69.4999313354492","69.6881408691406","70.1873168945312","70.611686706543","70.8527297973633","71.2872009277344","71.8456115722656","72.0986022949219","70.6342163085938","71.0064163208008","72.0287170410156","72.0756072998047","72.7129364013672","72.8045806884766","71.6254119873047","70.8083190917969","71.1518478393555","71.5411682128906","71.5178604125977","72.597900390625","72.8400115966797","73.3979263305664","73.8322677612305","74.1443099975586","74.3880462646484","74.8923873901367","74.7310028076172","74.4075698852539","74.2966537475586","74.3259582519531","74.3927688598633","74.4783401489258","74.5199203491211","",
"Finland","FIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4400024414062","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7900009155273","","","","",
"United Kingdom","GBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7699966430664","","","","","","","","","","","","99.6699981689453","","","99.4400024414062","99.6600036621094","99.9632688543619","100","100","99.620002746582","99.5500030517578","99.75","",
"Ghana","GHA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3499984741211","","","","","","","","","","78.3499984741211","","","","","70.3165797608341","","74.8899993896484","","","","81.3300018310547","","","","",
"Gibraltar","GIB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9000015258789","","","","","","","42.9000015258789","","","","","","","36.7900009155273","","","","43.6399993896484","","","","54.4300003051758","","","","","","","",
"Gambia, The","GMB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9799995422363","","","","","","","","","","","","","","","61.7700004577637","","","64.9300003051758","","","65.2699966430664","","","","",
"Guinea-Bissau","GNB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","33.3499984741211","","","","","","","","","","","","","","","","","","","","","57.6100006103516","","","","","","","","","","","","","","","","","","","71.3399963378906","","","77.3199996948242","","","",
"Equatorial Guinea","GNQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8399963378906","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96.0599975585938","","","","","","","","","","96.0400009155273","","","","","","","","","","97.8099975585938","","","","","","","","96.0699996948242","","","","","","","","","","","","","","","","",
"Grenada","GRD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","98.0500030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7099990844727","","","","","","","","75.4199981689453","","","","","","","","","","84.8499984741211","82.7200012207031","86.7600021362305","86.3000030517578","","","85.3399963378906","","","","88.3600006103516","88.1639060201333","86.870002746582","",
"Guam","GUM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96.379997253418","","","","","","","","","","99.4199981689453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2099990844727","","","","","",
"High income","HIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1305770874023","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7900009155273","","","","","","83.75","","","84.7900009155273","85.3399963378906","85.6999969482422","85.6699981689453","87.4000015258789","87.9199981689453","89.0500030517578","","87.1399993896484","88.25","","","87.7769667474882","86.879997253418","87.6100006103516","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0977897644043","55.6882781982422","56.0474891662598","56.5023612976074","56.9230918884277","57.1908798217773","57.3787307739258","57.7070083618164","58.0496711730957","58.1767501831055","58.4504890441895","58.8955192565918","59.4249801635742","60.2666206359863","61.1718406677246","61.7559700012207","63.2201499938965","63.4561805725098","64.0089721679688","64.11083984375","62.4538307189941","63.6068992614746","63.8063087463379","63.9477310180664","64.487922668457","66.3739624023438","67.5155792236328","68.4443511962891","68.7075805664062","69.0852432250977","69.3813781738281","70.2499008178711","71.9975128173828","71.9187088012695","72.0535278320312","72.3528900146484","72.6387710571289","72.9070205688477","73.1121063232422","",
"Croatia","HRV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7600021362305","","","","","","","","","","99.3199996948242","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","37.1300010681152","","","","","","","","","","","","","","","","","","","","","63.0900001525879","","","","","","","","","80.1076252729152","","","","","72.9400024414062","","","","","","","","",
"Hungary","HUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","99.3000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","72.1796035766602","72.3242111206055","72.6352767944336","73.2780227661133","73.9514312744141","74.5542373657227","75.1418685913086","75.7086715698242","76.2379302978516","76.860107421875","77.4057693481445","77.9374694824219","78.6098098754883","80.270149230957","80.7285919189453","81.2283020019531","81.7325820922852","82.2389984130859","82.7245101928711","83.1978302001953","83.6875991821289","84.1419525146484","85.912353515625","87.6179428100586","87.9484405517578","88.3411102294922","88.5654678344727","88.8395767211914","89.3310394287109","89.6112213134766","89.8264389038086","89.9383697509766","90.4958801269531","90.8178100585938","91.1092300415039","91.1976623535156","91.4459228515625","91.7037887573242","91.8614883422852","92.0737533569336","92.2959594726562","92.3508834838867","92.4298782348633","92.5562515258789","92.5434112548828","92.7677917480469","92.9122009277344","93.1337203979492","93.3184509277344","93.5001220703125","",
"IDA & IBRD total","IBT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","69.326789855957","69.4619903564453","69.762092590332","70.3406829833984","70.9438171386719","71.4843215942383","72.0133514404297","72.5295562744141","73.0149765014648","73.585578918457","74.0911102294922","74.5809478759766","75.2159423828125","76.7558898925781","77.2085876464844","77.6986770629883","78.1248626708984","78.6668701171875","79.2014389038086","79.6405334472656","80.0643310546875","80.4653015136719","81.9664916992188","83.5287399291992","83.8680114746094","84.085693359375","84.3398971557617","84.7033233642578","85.2602920532227","85.5604629516602","85.6940994262695","85.4711380004883","85.8339233398438","86.1435470581055","86.4255905151367","86.7877731323242","87.0765609741211","87.2595062255859","87.5534286499023","87.7618179321289","88.1654891967773","88.4216918945312","88.5497207641602","88.774772644043","88.7219161987305","88.8863983154297","89.0283889770508","89.2282028198242","89.3804016113281","89.5192413330078","",
"IDA total","IDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","55.397590637207","55.6194915771484","55.8706588745117","56.1263008117676","56.4266510009766","56.7218704223633","56.9923782348633","57.431640625","58.3407211303711","58.7633781433105","59.203010559082","59.5170783996582","60.5618782043457","61.6686706542969","62.2673797607422","62.7756385803223","63.2374992370605","63.766658782959","64.9710006713867","65.6782608032227","65.4343566894531","65.9531021118164","66.8728790283203","67.8673400878906","68.4133911132812","68.3634414672852","66.902473449707","66.6882629394531","67.202751159668","67.6811370849609","69.3596572875977","69.9989395141602","70.1167984008789","71.1494979858398","71.4688491821289","72.7247772216797","73.8991317749023","74.4049606323242","75.1817321777344","75.1877670288086","75.3482284545898","75.7011032104492","76.0318222045898","76.2799911499023","76.4929962158203","",
"IDA blend","IDB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","56.7460594177246","57.0275802612305","57.3073692321777","57.5776290893555","57.8820915222168","58.1790199279785","58.4845809936523","59.0652694702148","59.6377410888672","60.1248817443848","60.6819305419922","61.1156005859375","63.6196594238281","66.1488265991211","66.7655715942383","66.8964996337891","67.5360336303711","68.1395721435547","68.6978530883789","69.3080215454102","67.9576416015625","68.5876083374023","69.1586608886719","71.2478179931641","71.7550964355469","71.1332473754883","71.6418685913086","69.5520706176758","70.5346832275391","70.9349670410156","71.2270736694336","70.8146209716797","72.425651550293","72.2056427001953","72.5306625366211","73.0548629760742","73.5734176635742","73.9806137084961","75.6945877075195","75.5624237060547","75.8251037597656","76.0768585205078","76.3273391723633","76.578727722168","76.8316192626953","",
"Indonesia","IDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77.4800033569336","","","","","","","","","","88.0199966430664","","","","","","","","","","","","","","94.0400009155273","","95.1600036621094","","95.379997253418","95.6500015258789","94.7600021362305","95.5899963378906","","","96.7900009155273","97.1100006103516","97.1699981689453","","97.3300018310547","","97.4499969482422","","","","","",
"IDA only","IDX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","54.5128517150879","54.743968963623","54.9868392944336","55.3049201965332","55.6203193664551","55.8950614929199","56.2798500061035","57.3766593933105","57.7842407226562","58.180061340332","58.4437713623047","58.7206687927246","59.0938682556152","59.7013702392578","60.1818504333496","60.5509986877441","61.0296401977539","62.5527381896973","63.3053092956543","64.0326538085938","64.4869995117188","65.5780029296875","65.9809188842773","66.5410537719727","66.8024063110352","64.3226623535156","65.1278991699219","65.3794479370117","65.5482482910156","67.9388275146484","69.1376800537109","68.4369735717773","70.1392822265625","70.392951965332","72.0340881347656","73.552360534668","74.1140594482422","75.3344879150391","75.4186325073242","75.5224914550781","75.9229965209961","76.2922286987305","76.5375366210938","76.7292175292969","",
"Isle of Man","IMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","54.8400001525879","","","","","","","","","","61.6399993896484","","","","","","","","","","73.4100036621094","","","","","75.1900024414062","","","","78.6232999047934","78.879997253418","79.4534228987147","","","","","","82.0035264655933","82.7918920008452","83.3434723182817","83.9027451484897","83.4499969482422","88.3099975585938","","",
"Not classified","INX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","48.1800003051758","","","","","","","","","","63.0999984741211","","","","","74.2699966430664","","","","","79.870002746582","","","","","","83.5","","","88.0100021362305","87.2699966430664","","88.1800003051758","88.3056540704475","88.8414555116596","88.0599975585938","88.879997253418","89.5400009155273","89.6399993896484","90.0584049896901","90.3499984741211","90.4978410371727","91.1752456412579","91.6165285669742","92.0168900655632","92.3817226846364","92.4977701473045","92.7590793967383","","",
"Iraq","IRQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.0899963378906","","","","","","","","","","","","85.9000015258789","","90","","90","91.1999969482422","","","","90.3078354588667","","","","",
"Iceland","ISL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","94.9599990844727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","97.4599990844727","","","","","","","","","","","","","","","","","","","","98.8199996948242","","","","","","","","","","99.1399993896484","","","","","","","","99.4800033569336","","","","","","",
"Jamaica","JAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0800018310547","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","80.4800033569336","","","","","","","","","","","","","","","","","","","","","","","","95.0800018310547","","95.1800003051758","","95.4899978637695","","","95.7699966430664","97.75","98.4400024414062","","","","","","96.75","","","","","97.4599990844727","","",
"Japan","JPN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0699996948242","","","","","","","","","","99.7600021362305","","","","","","","","","","99.7900009155273","","","","","","","","","","","","","","","","",
"Kenya","KEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4899978637695","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3099975585938","","","","","","","","","","99.5199966430664","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4800033569336","","","","","","84.6800003051758","","","","84.9899978637695","83.9300003051758","","","","86.4300003051758","84.8099975585938","86.5299987792969","","","","90.8600006103516","87.7916978428875","81.4700012207031","","90.3818838055555","","",
"Kiribati","KIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.25","","98.6338561072119","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3199996948242","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","68.0299987792969","","","","","72.7900009155273","","","","","78.1999969482422","","","","","","","","","","81.120002746582","","","","","","","","","","94.4499969482422","94.5299987792969","94.7900009155273","95.0199966430664","","95.5500030517578","","95.8399963378906","96.3499984741211","","96.3899993896484","","96.6999969482422","96.6699981689453","","97.0500030517578","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","80.4216918945312","80.4371490478516","80.7565536499023","81.0790481567383","81.4077606201172","81.6860580444336","81.9167175292969","82.2028503417969","82.4589996337891","82.7064971923828","82.9425735473633","83.1682815551758","83.3837890625","83.6865081787109","83.9569625854492","84.2165298461914","84.4043502807617","85.0827407836914","85.766471862793","86.4528427124023","87.1264572143555","87.7910919189453","88.1479034423828","88.4191970825195","88.7298889160156","89.0306930541992","89.2889633178711","89.5126113891602","89.7566375732422","90.4752426147461","90.7260894775391","91.0078277587891","91.1608123779297","91.6139526367188","91.9156799316406","92.0859375","91.9486694335938","92.8166732788086","93.0328903198242","93.0243911743164","93.4165191650391","93.603759765625","94.0360488891602","94.057746887207","94.2335433959961","94.400993347168","94.4485015869141","94.6069488525391","94.781982421875","94.9070434570312","95.0251617431641","",
